,title,extracted_keyword_sent,selected
514,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,"intuitively, due to the image
intensity between different couinaud segments being similar, the voxel-based cnn
model is difficult to achieve good segmentation performance.",
515,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,"in recent years, deep learning-based methods have
emerged as promising approaches to solving challenging medical image analysis
problems and have demonstrated exciting performance in segmenting various
biological structures [10,11,15,17].",x
516,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,"also, some recent methods combine convolutional neural
networks (cnns) with transformer or non-local block to address this issue
[3,6,13,18].",
517,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,"however, all these methods ignored the
significant variability in hu values of pulmonary vessels at different
regions.to summarize, there exist several challenges for pulmonary vessel
segmentation in non-contrast ct images: (1) the contrast between pulmonary
vessels and background voxels is extremely low (fig.",
518,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,"1(d) and(e).to address the above
challenges, we propose a h ierarchical e nhancement n etwork (henet) for
pulmonary vessel segmentation in non-contrast ct images by enhancing the
representation of vessels at both image-and feature-level.",
519,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,"this study is approved by the ethical committee of west china
hospital of sichuan university, china.",x
520,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,"for a fair comparison, we
use the same hyper-parameter settings and dice similarity coefficient loss
across all experiments.",
521,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,"take for example y = 0.5; it is straightforward
to verify that sdl achieves its minimum at x = 1, which is clearly
erroneous.loss functions that utilize l 2 relaxations [9,30] do not exhibit this
problem [47], but they are less commonly employed in practice and are shown to
be inferior to their l 1 counterparts [9,47].",
522,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,"qubiq is a recent challenge held at miccai 2020 and 2021, specifically designed
to evaluate the inter-rater variability in medical imaging.",x
523,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,"for
qubiq experiments, we additionally present the binarized dice score (bdice),
which is the official evaluation metrics used in the qubiq challenge.",x
524,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,"that is, the bias of the estimation is bounded above by the
calibration error and this explains why the calibration of the teacher would be
important for the student.",x
525,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,"for a fair comparison, we disable kde in all kd experiments.we find models
trained with sdl can still benefit from soft labels to a certain extent because
(i) models are trained with a mixture of ce and sdl, and ce is compatible with
soft labels; (ii) although sdl pushes predictions towards vertices, it can still
add some regularization effects in a binary segmentation setting.",
526,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,"our extensive experiments on the
public qubiq, lits and kits benchmarks validate that incorporating soft labels
leads to higher dice score and lower calibration error, indicating that these
losses can find wide application in diverse medical image segmentation problems.",
527,Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,"despite their remarkable success in numerous tasks, deep learning models trained
on a source domain face the challenges to generalize to a new target domain,
especially for segmentation which requires dense pixel-level prediction.",
528,Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,"fourier domain adaptation (fda) [26] was proposed to address these
challenges by an effective spectral transfer method.",
529,Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,"[15] proposed a margin-preserving
constraint along with a self-paced cl framework, gradually increasing the
training data difficulty.",
530,Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,"the
margins are even higher for less labeled data (1l) on the brats dataset, which
is promising considering the difficulty of the task.",x
531,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,"the inherent ambiguity and high
uncertainty of medical images pose significant challenges [5] for accurate
segmentation, attributed to factors such as unclear tumor boundaries in brain
magnetic resonance imaging (mri) images and multiple plausible annotations of
lung nodule in computed tomography (ct) images.",
532,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,"in this section, we first describe the problem definitions, and then demonstrate
the bernoulli forward and diverse reverse processes of our berdiff, as shown in
fig.",
533,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,"note
that we treat the original four types of brain tumors as one type following
previous work [25], converting the multi-target segmentation problem into
binary.",
534,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,"we have the following
three observations: 1) diffusion-based methods demonstrate significant
superiority over traditional approaches based on vae, gan, and autoregression
models for discrete segmentation tasks; 2) our berdiff outperforms other
diffusion-based models that use gaussian noise as the diffusion kernel; and 3)
our berdiff also outperforms the methods that explicitly model the annotator,
striking a good balance between diversity and accuracy.",
535,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,"3, we find that our berdiff segments more accurately on parts that are
difficult to recognize by the human eye, such as the tumor in the 3rd row.",
536,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,"in the future, we will extend our berdiff to the multi-target
segmentation problem and implement additional strategies for speeding up the
segmentation process.",
537,Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,"multiple expert annotators are often employed to address this challenge, to
provide binary segmentation annotations for the same image.",
538,Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,"research attention has recently been directed
towards the issues of multi-annotator labels [7,12].",
