title,authors,page_numbers,doi,publication_year,vol_number,paper_id,path,extracted_sentence,extracted_sents_keywords
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"the
experimental results conﬁrm that the proposed network is able to conduct cancer
grading in pathology images with high accuracy regardless of the environmental
changes in the datasets.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"keywords: cancer grading · attention · feature calibration · pathology
1
introduction
globally, cancer is a leading cause of death and the burden of cancer incidence and mor-
tality is rapidly growing [1].",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"in cancer diagnosis, treatment, and management, pathology-
driven information plays a pivotal role.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"cancer grade is, in particular, one of the major
factors that determine the treatment options and life expectancy.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"however, the current
pathology workﬂow is sub-optimal and low-throughput since it is, by and large, manu-
ally conducted, and the large volume of workloads can result in dysfunction or errors in
cancer grading, which have an adversarial effect on patient care and safety [2].",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"there-
fore, there is a high demand to automate and expedite the current pathology workﬂow
and to improve the overall accuracy and robustness of cancer grading.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"for instance, [4] used dccns for prostate cancer detection and grading, [5]
classiﬁed gliomas into three different cancer grades, and [6] utilized an ensemble of
© the author(s), under exclusive license to springer nature switzerland ag 2023
h. greenspan et al.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"https://doi.org/10.1007/978-3-031-43895-0_20
centroid-aware feature recalibration for cancer grading
213
dcnns for breast cancer classiﬁcation.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"for example, [7] proposed to incorporate both
local and global contexts through the aggregation learning of multiple context blocks
for colorectal cancer classiﬁcation;",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"[8] extracted and utilized multi-scale patterns for
cancer grading in prostate and colorectal tissues;",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"[9] proposed to re-formulate cancer
classiﬁcation in pathology images as both categorical and ordinal classiﬁcation prob-
lems.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"built based upon a shared feature extractor, a categorical classiﬁcation branch, and
an ordinal classiﬁcation branch, it simultaneously conducts both categorical and ordi-
nal learning for colorectal and prostate cancer grading; a hybrid method that combines
dccns with hand-crafted features was developed for mitosis detection in breast cancer
[10].",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"in this study, we propose a centroid-aware feature recalibration network (cafenet)
for accurate and robust cancer grading in pathology images.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"cup module obtains
and updates the centroids of class labels, i.e., cancer grades.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"in
this manner, the feature representations of the input pathology images are re-calibrated
and stabilized for a reliable cancer classiﬁcation.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"the experimental results demonstrate
that cafenet achieves the state-of-the-art cancer grading performance in colorectal can-
cer grading datasets.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"1. cafenet employs a
deep convolutional neural network as a feature extractor and an attention mechanism to
produce robust feature representations of pathology images and conducts cancer grading
with high accuracy.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"and er
i
are concatenated together and is fed into a classiﬁcation layer to
conduct cancer grading.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"multiplying the attention scores by v c, we obtain the recalibrated feature representation
centroid-aware feature recalibration for cancer grading
215
er for the input embedding vectors e.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"details of colorectal cancer datasets
class
ctrain
cvalidation
ctesti
ctestii
benign
773
374
453
27896
wd
1866",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"264
192
8394
md
2997
370
738
61985
pd
1391
234
205
11895
3
experiments and results
3.1
datasets
two publicly available colorectal cancer datasets [9] were employed to evaluate the
effectiveness of the proposed cafenet.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"both
datasets provide colorectal pathology images with ground truth labels for cancer grad-
ing.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"the ground labels are benign (bn), well-differentiated (wd) cancer, moderately-
differentiated (md) cancer, and poorly-differentiated (pd) cancer.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"3.2
comparative experiments
we conducted a series of comparative experiments to evaluate the effectiveness of
cafenet for cancer grading, in comparison to several existing methods: 1) three dcnn-
based models: resnet",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"[16], 3)
centroid-aware feature recalibration for cancer grading
217
two transformer-based models: vision transformer (vit)",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"[9], which
demonstrates the state-of-the-art performance on the two colorectal cancer datasets under
consideration.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,result of colorectal cancer grading on ctesti.,None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"[18]
87.4
0.847
0.820
0.832
0.941
mmae−ceo[9]
87.7
–
–
0.843
0.940
cafenet (ours)
87.5
0.853
0.816
0.832
0.940
3.4
result and discussions
we evaluated the performance of colorectal cancer grading by the proposed cafenet
and other competing models using ﬁve evaluation metrics, including accuracy (acc),
218
j. lee et al.
precision, recall, f1-score (f1), and quadratic weighted kappa (κw).",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"among the
transformer-based models, swin was one of the best performing models, but vit showed
much lower performance in all evaluation metrics.
table 3. result of colorectal cancer grading on ctestii.",None
