,Title,Authors,Page numbers,DOI,Year of publication,Part of publication
604,Soft-Tissue Driven Craniomaxillofacial Surgical Planning,"Xi Fang, Daeseung Kim, Xuanang Xu, Tianshu Kuang, Nathan Lampen, Jungwook Lee et al.",186-195,10.1007/978-3-031-43996-4_18,2023,09
605,ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,09
606,From Tissue to Sound: Model-Based Sonification of Medical Imaging,"Sasan Matinfar, Mehrdad Salehi, Shervin Dehghani, Nassir Navab",207-216,10.1007/978-3-031-43996-4_20,2023,09
607,Deep Homography Prediction for Endoscopic Camera Motion Imitation Learning,"Martin Huber, Sébastien Ourselin, Christos Bergeles, Tom Vercauteren",217-226,10.1007/978-3-031-43996-4_21,2023,09
608,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"Nazim Haouchine, Reuben Dorent, Parikshit Juvekar, Erickson Torio, William M. Wells III, Tina Kapur et al.",227-237,10.1007/978-3-031-43996-4_22,2023,09
609,SENDD: Sparse Efficient Neural Depth and Deformation for Tissue Tracking,"Adam Schmidt, Omid Mohareri, Simon DiMaio, Septimiu E. Salcudean",238-248,10.1007/978-3-031-43996-4_23,2023,09
610,Cochlear Implant Fold Detection in Intra-operative CT Using Weakly Supervised Multi-task Deep Learning,"Mohammad M. R. Khan, Yubo Fan, Benoit M. Dawant, Jack H. Noble",249-259,10.1007/978-3-031-43996-4_24,2023,09
611,Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,"Baoru Huang, Yicheng Hu, Anh Nguyen, Stamatia Giannarou, Daniel S. Elson",260-270,10.1007/978-3-031-43996-4_25,2023,09
612,High-Quality Virtual Single-Viewpoint Surgical Video: Geometric Autocalibration of Multiple Cameras in Surgical Lights,"Yuna Kato, Mariko Isogawa, Shohei Mori, Hideo Saito, Hiroki Kajita, Yoshifumi Takatsume",271-280,10.1007/978-3-031-43996-4_26,2023,09
613,SurgicalGPT: End-to-End Language-Vision GPT for Visual Question Answering in Surgery,"Lalithkumar Seenivasan, Mobarakol Islam, Gokul Kannan, Hongliang Ren",281-290,10.1007/978-3-031-43996-4_27,2023,09
614,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"Sidaty El hadramy, Juan Verde, Nicolas Padoy, Stéphane Cotin",291-301,10.1007/978-3-031-43996-4_28,2023,09
615,LABRAD-OR: Lightweight Memory Scene Graphs for Accurate Bimodal Reasoning in Dynamic Operating Rooms,"Ege Özsoy, Tobias Czempiel, Felix Holm, Chantal Pellegrini, Nassir Navab",302-311,10.1007/978-3-031-43996-4_29,2023,09
616,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,"Yanzhen Liu, Sutuke Yibulayimu, Yudi Sang, Gang Zhu, Yu Wang, Chunpeng Zhao et al.",312-321,10.1007/978-3-031-43996-4_30,2023,09
617,Pelvic Fracture Reduction Planning Based on Morphable Models and Structural Constraints,"Sutuke Yibulayimu, Yanzhen Liu, Yudi Sang, Gang Zhu, Yu Wang, Jixuan Liu et al.",322-332,10.1007/978-3-031-43996-4_31,2023,09
618,"High-Resolution Cranial Defect Reconstruction by Iterative, Low-Resolution, Point Cloud Completion Transformers","Marek Wodzinski, Mateusz Daniol, Daria Hemmerling, Miroslaw Socha",333-343,10.1007/978-3-031-43996-4_32,2023,09
619,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,"Morgan Ringel, Jon Heiselman, Winona Richey, Ingrid Meszoely, Michael Miga",344-353,10.1007/978-3-031-43996-4_33,2023,09
620,Synthesising Rare Cataract Surgery Samples with Guided Diffusion Models,"Yannik Frisch, Moritz Fuchs, Antoine Sanner, Felix Anton Ucar, Marius Frenzel, Joana Wasielica-Poslednik et al.",354-364,10.1007/978-3-031-43996-4_34,2023,09
621,A Closed-Form Solution to Electromagnetic Sensor Based Intraoperative Limb Length Measurement in Total Hip Arthroplasty,"Tiancheng Li, Yang Song, Peter Walker, Kai Pan, Victor A. van de Graaf, Liang Zhao et al.",365-375,10.1007/978-3-031-43996-4_35,2023,09
622,A Unified Deep-Learning-Based Framework for Cochlear Implant Electrode Array Localization,"Yubo Fan, Jianing Wang, Yiyuan Zhao, Rui Li, Han Liu, Robert F. Labadie et al.",376-385,10.1007/978-3-031-43996-4_36,2023,09
623,"\(\textsf{GLSFormer}\): Gated - Long, Short Sequence Transformer for Step Recognition in Surgical Videos","Nisarg A. Shah, Shameema Sikder, S. Swaroop Vedula, Vishal M. Patel",386-396,10.1007/978-3-031-43996-4_37,2023,09
624,CAT-ViL: Co-attention Gated Vision-Language Embedding for Visual Question Localized-Answering in Robotic Surgery,"Long Bai, Mobarakol Islam, Hongliang Ren",397-407,10.1007/978-3-031-43996-4_38,2023,09
625,Semantic Virtual Shadows (SVS) for Improved Perception in 4D OCT Guided Surgery,"Michael Sommersperger, Shervin Dehghani, Philipp Matten, Kristina Mach, M. Ali Nasseri, Hessam Roodaki et al.",408-417,10.1007/978-3-031-43996-4_39,2023,09
626,Intelligent Virtual B-Scan Mirror (IVBM),"Michael Sommersperger, Shervin Dehghani, Philipp Matten, Kristina Mach, Hessam Roodaki, Ulrich Eck et al.",418-428,10.1007/978-3-031-43996-4_40,2023,09
627,Multi-view Guidance for Self-supervised Monocular Depth Estimation on Laparoscopic Images via Spatio-Temporal Correspondence,"Wenda Li, Yuichiro Hayashi, Masahiro Oda, Takayuki Kitasaka, Kazunari Misawa, Kensaku Mori",429-439,10.1007/978-3-031-43996-4_41,2023,09
628,POV-Surgery: A Dataset for Egocentric Hand and Tool Pose Estimation During Surgical Activities,"Rui Wang, Sophokles Ktistakis, Siwei Zhang, Mirko Meboldt, Quentin Lohmeyer",440-450,10.1007/978-3-031-43996-4_42,2023,09
629,Surgical Activity Triplet Recognition via Triplet Disentanglement,"Yiliang Chen, Shengfeng He, Yueming Jin, Jing Qin",451-461,10.1007/978-3-031-43996-4_43,2023,09
630,Automatic Surgical Reconstruction for Orbital Blow-Out Fracture via Symmetric Prior Anatomical Knowledge-Guided Adversarial Generative Network,"Jiangchang Xu, Yining Wei, Huifang Zhou, Yinwei Li, Xiaojun Chen",462-471,10.1007/978-3-031-43996-4_44,2023,09
631,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"Adrito Das, Danyal Z. Khan, Simon C. Williams, John G. Hanrahan, Anouk Borg, Neil L. Dorward et al.",472-482,10.1007/978-3-031-43996-4_45,2023,09
632,Robust Vertebra Identification Using Simultaneous Node and Edge Predicting Graph Neural Networks,"Vincent Bürgin, Raphael Prevost, Marijn F. Stollenga",483-493,10.1007/978-3-031-43996-4_46,2023,09
633,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"Jianan Li, Yueming Jin, Yueyao Chen, Hon-Chi Yip, Markus Scheppach, Philip Wai-Yan Chiu et al.",494-504,10.1007/978-3-031-43996-4_47,2023,09
634,Surgical Action Triplet Detection by Mixed Supervised Learning of Instrument-Tissue Interactions,"Saurav Sharma, Chinedu Innocent Nwoye, Didier Mutter, Nicolas Padoy",505-514,10.1007/978-3-031-43996-4_48,2023,09
635,A Patient-Specific Self-supervised Model for Automatic X-Ray/CT Registration,"Baochang Zhang, Shahrooz Faghihroohi, Mohammad Farid Azampour, Shuting Liu, Reza Ghotbi, Heribert Schunkert et al.",515-524,10.1007/978-3-031-43996-4_49,2023,09
636,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,"Elias Rüfenacht, Robert Poel, Amith Kamath, Ekin Ermis, Stefan Scheib, Michael K. Fix et al.",525-534,10.1007/978-3-031-43996-4_50,2023,09
637,Realistic Endoscopic Illumination Modeling for NeRF-Based Data Generation,"Dimitrios Psychogyios, Francisco Vasconcelos, Danail Stoyanov",535-544,10.1007/978-3-031-43996-4_51,2023,09
638,Multi-task Joint Prediction of Infant Cortical Morphological and Cognitive Development,"Xinrui Yuan, Jiale Cheng, Fenqiang Zhao, Zhengwang Wu, Li Wang, Weili Lin et al.",545-554,10.1007/978-3-031-43996-4_52,2023,09
639,From Mesh Completion to AI Designed Crown,"Golriz Hosseinimanesh, Farnoosh Ghadiri, Francois Guibault, Farida Cheriet, Julia Keren",555-565,10.1007/978-3-031-43996-4_53,2023,09
640,Spatiotemporal Incremental Mechanics Modeling of Facial Tissue Change,"Nathan Lampen, Daeseung Kim, Xuanang Xu, Xi Fang, Jungwook Lee, Tianshu Kuang et al.",566-575,10.1007/978-3-031-43996-4_54,2023,09
641,Analysis of Suture Force Simulations for Optimal Orientation of Rhomboid Skin Flaps,"Wenzhangzhi Guo, Ty Trusty, Joel C. Davies, Vito Forte, Eitan Grinspun, Lueder A. Kahrs",576-586,10.1007/978-3-031-43996-4_55,2023,09
642,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,"Mohamed A. Hassan, Brent Weyers, Julien Bec, Jinyi Qi, Dorina Gui, Arnaud Bewley et al.",587-596,10.1007/978-3-031-43996-4_56,2023,09
643,Spinal Nerve Segmentation Method and Dataset Construction in Endoscopic Surgical Scenarios,"Shaowu Peng, Pengcheng Zhao, Yongyu Ye, Junying Chen, Yunbing Chang, Xiaoqing Zheng",597-606,10.1007/978-3-031-43996-4_57,2023,09
644,Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,"Robin Mieling, Sarah Latus, Martin Fischer, Finn Behrendt, Alexander Schlaefer",607-617,10.1007/978-3-031-43996-4_58,2023,09
645,Semantic Segmentation of Surgical Hyperspectral Images Under Geometric Domain Shifts,"Jan Sellner, Silvia Seidlitz, Alexander Studier-Fischer, Alessandro Motta, Berkin Özdemir, Beat Peter Müller-Stich et al.",618-627,10.1007/978-3-031-43996-4_59,2023,09
646,Ultrasonic Tracking of a Rapid-Exchange Microcatheter with Simultaneous Pressure Sensing for Cardiovascular Interventions,"Sunish Mathews, Richard Caulfield, Callum Little, Malcolm Finlay, Adrien Desjardins",628-636,10.1007/978-3-031-43996-4_60,2023,09
647,Self-distillation for Surgical Action Recognition,"Amine Yamlahi, Thuy Nuong Tran, Patrick Godau, Melanie Schellenberg, Dominik Michael, Finn-Henri Smidt et al.",637-646,10.1007/978-3-031-43996-4_61,2023,09
648,Encoding Surgical Videos as Latent Spatiotemporal Graphs for Object and Anatomy-Driven Reasoning,"Aditya Murali, Deepak Alapatt, Pietro Mascagni, Armine Vardazaryan, Alain Garcia, Nariaki Okamoto et al.",647-657,10.1007/978-3-031-43996-4_62,2023,09
649,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,"Charlie Budd, Jianrong Qiu, Oscar MacCormac, Martin Huber, Christopher Mower, Mirek Janatka et al.",658-667,10.1007/978-3-031-43996-4_63,2023,09
650,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,"Soorena Salari, Amirhossein Rasoulian, Hassan Rivaz, Yiming Xiao",668-678,10.1007/978-3-031-43996-4_64,2023,09
651,ConTrack: Contextual Transformer for Device Tracking in X-Ray,"Marc Demoustier, Yue Zhang, Venkatesh Narasimha Murthy, Florin C. Ghesu, Dorin Comaniciu",679-688,10.1007/978-3-031-43996-4_65,2023,09
652,FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,"Soorena Salari, Amirhossein Rasoulian, Hassan Rivaz, Yiming Xiao",689-698,10.1007/978-3-031-43996-4_66,2023,09
653,Optical Ultrasound Imaging for Endovascular Repair of Abdominal Aortic Aneurysms: A Pilot Study,"Callum Little, Shaoyan Zhang, Richard Colchester, Sacha Noimark, Sunish Mathews, Edward Zhang et al.",699-707,10.1007/978-3-031-43996-4_67,2023,09
654,Self-supervised Sim-to-Real Kinematics Reconstruction for Video-Based Assessment of Intraoperative Suturing Skills,"Loc Trinh, Tim Chu, Zijun Cui, Anand Malpani, Cherine Yang, Istabraq Dalieh et al.",708-717,10.1007/978-3-031-43996-4_68,2023,09
655,Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,"Ao Wang, Ming Wu, Hao Qi, Wenkang Fan, Hong Shi, Jianhua Chen et al.",718-727,10.1007/978-3-031-43996-4_69,2023,09
656,Learnable Query Initialization for Surgical Instrument Instance Segmentation,"Rohan Raju Dhanakshirur, K. N. Ajay Shastry, Kaustubh Borgavi, Ashish Suri, Prem Kumar Kalra, Chetan Arora",728-738,10.1007/978-3-031-43996-4_70,2023,09
657,CDiffMR: Can We Replace the Gaussian Noise with K-Space Undersampling for Fast MRI?,"Jiahao Huang, Angelica I. Aviles-Rivero, Carola-Bibiane Schönlieb, Guang Yang",3-12,10.1007/978-3-031-43999-5_1,2023,10
658,Learning Deep Intensity Field for Extremely Sparse-View CBCT Reconstruction,"Yiqun Lin, Zhongjin Luo, Wei Zhao, Xiaomeng Li",13-23,10.1007/978-3-031-43999-5_2,2023,10
659,Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,"Yongsheng Pan, Feihong Liu, Caiwen Jiang, Jiawei Huang, Yong Xia, Dinggang Shen",24-33,10.1007/978-3-031-43999-5_3,2023,10
660,LLCaps: Learning to Illuminate Low-Light Capsule Endoscopy with Curved Wavelet Attention and Reverse Diffusion,"Long Bai, Tong Chen, Yanan Wu, An Wang, Mobarakol Islam, Hongliang Ren",34-44,10.1007/978-3-031-43999-5_4,2023,10
661,An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,"Luyi Han, Tianyu Zhang, Yunzhi Huang, Haoran Dou, Xin Wang, Yuan Gao et al.",45-55,10.1007/978-3-031-43999-5_5,2023,10
662,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,"Vu Minh Hieu Phan, Zhibin Liao, Johan W. Verjans, Minh-Son To",56-65,10.1007/978-3-031-43999-5_6,2023,10
663,Alias-Free Co-modulated Network for Cross-Modality Synthesis and Super-Resolution of MR Images,"Zhiyun Song, Xin Wang, Xiangyu Zhao, Sheng Wang, Zhenrong Shen, Zixu Zhuang et al.",66-76,10.1007/978-3-031-43999-5_7,2023,10
664,Multi-perspective Adaptive Iteration Network for Metal Artifact Reduction,"Haiyang Mao, Yanyang Wang, Hengyong Yu, Weiwen Wu, Jianjia Zhang",77-87,10.1007/978-3-031-43999-5_8,2023,10
665,Noise Conditioned Weight Modulation for Robust and Generalizable Low Dose CT Denoising,"Sutanu Bera, Prabir Kumar Biswas",88-97,10.1007/978-3-031-43999-5_9,2023,10
666,Low-Dose CT Image Super-Resolution Network with Dual-Guidance Feature Distillation and Dual-Path Content Communication,"Jianning Chi, Zhiyi Sun, Tianli Zhao, Huan Wang, Xiaosheng Yu, Chengdong Wu",98-108,10.1007/978-3-031-43999-5_10,2023,10
667,MEPNet: A Model-Driven Equivariant Proximal Network for Joint Sparse-View Reconstruction and Metal Artifact Reduction in CT Images,"Hong Wang, Minghao Zhou, Dong Wei, Yuexiang Li, Yefeng Zheng",109-120,10.1007/978-3-031-43999-5_11,2023,10
668,MoCoSR: Respiratory Motion Correction and Super-Resolution for 3D Abdominal MRI,"Weitong Zhang, Berke Basaran, Qingjie Meng, Matthew Baugh, Jonathan Stelter, Phillip Lung et al.",121-131,10.1007/978-3-031-43999-5_12,2023,10
669,Estimation of 3T MR Images from 1.5T Images Regularized with Physics Based Constraint,"Prabhjot Kaur, Atul Singh Minhas, Chirag Kamal Ahuja, Anil Kumar Sao",132-141,10.1007/978-3-031-43999-5_13,2023,10
670,Feature-Conditioned Cascaded Video Diffusion Models for Precise Echocardiogram Synthesis,"Hadrien Reynaud, Mengyun Qiao, Mischa Dombrowski, Thomas Day, Reza Razavi, Alberto Gomez et al.",142-152,10.1007/978-3-031-43999-5_14,2023,10
671,DULDA: Dual-Domain Unsupervised Learned Descent Algorithm for PET Image Reconstruction,"Rui Hu, Yunmei Chen, Kyungsang Kim, Marcio Aloisio Bezerra Cavalcanti Rockenbach, Quanzheng Li, Huafeng Liu",153-162,10.1007/978-3-031-43999-5_15,2023,10
672,Transformer-Based Dual-Domain Network for Few-View Dedicated Cardiac SPECT Image Reconstructions,"Huidong Xie, Bo Zhou, Xiongchao Chen, Xueqi Guo, Stephanie Thorn, Yi-Hwa Liu et al.",163-172,10.1007/978-3-031-43999-5_16,2023,10
673,Learned Alternating Minimization Algorithm for Dual-Domain Sparse-View CT Reconstruction,"Chi Ding, Qingchao Zhang, Ge Wang, Xiaojing Ye, Yunmei Chen",173-183,10.1007/978-3-031-43999-5_17,2023,10
674,TriDo-Former: A Triple-Domain Transformer for Direct PET Reconstruction from Low-Dose Sinograms,"Jiaqi Cui, Pinxian Zeng, Xinyi Zeng, Peng Wang, Xi Wu, Jiliu Zhou et al.",184-194,10.1007/978-3-031-43999-5_18,2023,10
675,Computationally Efficient 3D MRI Reconstruction with Adaptive MLP,"Eric Z. Chen, Chi Zhang, Xiao Chen, Yikang Liu, Terrence Chen, Shanhui Sun",195-205,10.1007/978-3-031-43999-5_19,2023,10
676,Building a Bridge: Close the Domain Gap in CT Metal Artifact Reduction,"Tao Wang, Hui Yu, Yan Liu, Huaiqiang Sun, Yi Zhang",206-216,10.1007/978-3-031-43999-5_20,2023,10
677,Geometric Ultrasound Localization Microscopy,"Christopher Hahne, Raphael Sznitman",217-227,10.1007/978-3-031-43999-5_21,2023,10
678,Global k-Space Interpolation for Dynamic MRI Reconstruction Using Masked Image Modeling,"Jiazhen Pan, Suprosanna Shit, Özgün Turgut, Wenqi Huang, Hongwei Bran Li, Nil Stolt-Ansó et al.",228-238,10.1007/978-3-031-43999-5_22,2023,10
679,Contrastive Diffusion Model with Auxiliary Guidance for Coarse-to-Fine PET Reconstruction,"Zeyu Han, Yuhan Wang, Luping Zhou, Peng Wang, Binyu Yan, Jiliu Zhou et al.",239-249,10.1007/978-3-031-43999-5_23,2023,10
680,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,"Chenglong Ma, Zilong Li, Junping Zhang, Yi Zhang, Hongming Shan",250-259,10.1007/978-3-031-43999-5_24,2023,10
681,Topology-Preserving Computed Tomography Super-Resolution Based on Dual-Stream Diffusion Model,"Yuetan Chu, Longxi Zhou, Gongning Luo, Zhaowen Qiu, Xin Gao",260-270,10.1007/978-3-031-43999-5_25,2023,10
682,MRIS: A Multi-modal Retrieval Approach for Image Synthesis on Diverse Modalities,"Boqi Chen, Marc Niethammer",271-281,10.1007/978-3-031-43999-5_26,2023,10
683,Dual Arbitrary Scale Super-Resolution for Multi-contrast MRI,"Jiamiao Zhang, Yichen Chi, Jun Lyu, Wenming Yang, Yapeng Tian",282-292,10.1007/978-3-031-43999-5_27,2023,10
684,Dual Domain Motion Artifacts Correction for MR Imaging Under Guidance of K-space Uncertainty,"Jiazhen Wang, Yizhe Yang, Yan Yang, Jian Sun",293-302,10.1007/978-3-031-43999-5_28,2023,10
685,Trackerless Volume Reconstruction from Intraoperative Ultrasound Images,"Sidaty El hadramy, Juan Verde, Karl-Philippe Beaudet, Nicolas Padoy, Stéphane Cotin",303-312,10.1007/978-3-031-43999-5_29,2023,10
686,Accurate Multi-contrast MRI Super-Resolution via a Dual Cross-Attention Transformer Network,"Shoujin Huang, Jingyu Li, Lifeng Mei, Tan Zhang, Ziran Chen, Yu Dong et al.",313-322,10.1007/978-3-031-43999-5_30,2023,10
687,DiffuseIR: Diffusion Models for Isotropic Reconstruction of 3D Microscopic Images,"Mingjie Pan, Yulu Gan, Fangxu Zhou, Jiaming Liu, Ying Zhang, Aimin Wang et al.",323-332,10.1007/978-3-031-43999-5_31,2023,10
688,Physics-Informed Neural Networks for Tissue Elasticity Reconstruction in Magnetic Resonance Elastography,"Matthew Ragoza, Kayhan Batmanghelich",333-343,10.1007/978-3-031-43999-5_32,2023,10
689,CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,"Changyong Choi, Jiheon Jeong, Sangyoon Lee, Sang Min Lee, Namkug Kim",344-354,10.1007/978-3-031-43999-5_33,2023,10
690,ASCON: Anatomy-Aware Supervised Contrastive Learning Framework for Low-Dose CT Denoising,"Zhihao Chen, Qi Gao, Yi Zhang, Hongming Shan",355-365,10.1007/978-3-031-43999-5_34,2023,10
691,Generating High-Resolution 3D CT with 12-Bit Depth Using a Diffusion Model with Adjacent Slice and Intensity Calibration Network,"Jiheon Jeong, Ki Duk Kim, Yujin Nam, Kyungjin Cho, Jiseon Kang, Gil-Sun Hong et al.",366-375,10.1007/978-3-031-43999-5_35,2023,10
692,3D Teeth Reconstruction from Panoramic Radiographs Using Neural Implicit Functions,"Sihwa Park, Seongjun Kim, In-Seok Song, Seung Jun Baek",376-386,10.1007/978-3-031-43999-5_36,2023,10
693,DisC-Diff: Disentangled Conditional Diffusion Model for Multi-contrast MRI Super-Resolution,"Ye Mao, Lan Jiang, Xi Chen, Chao Li",387-397,10.1007/978-3-031-43999-5_37,2023,10
694,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,"Lan Jiang, Ye Mao, Xiangfeng Wang, Xi Chen, Chao Li",398-408,10.1007/978-3-031-43999-5_38,2023,10
695,JCCS-PFGM: A Novel Circle-Supervision Based Poisson Flow Generative Model for Multiphase CECT Progressive Low-Dose Reconstruction with Joint Condition,"Rongjun Ge, Yuting He, Cong Xia, Daoqiang Zhang",409-418,10.1007/978-3-031-43999-5_39,2023,10
696,Motion Compensated Unsupervised Deep Learning for 5D MRI,"Joseph Kettelkamp, Ludovica Romanin, Davide Piccini, Sarv Priya, Mathews Jacob",419-427,10.1007/978-3-031-43999-5_40,2023,10
697,Differentiable Beamforming for Ultrasound Autofocusing,"Walter Simson, Louise Zhuang, Sergio J. Sanabria, Neha Antil, Jeremy J. Dahl, Dongwoon Hyun",428-437,10.1007/978-3-031-43999-5_41,2023,10
698,InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model,"Jueqi Wang, Jacob Levman, Walter Hugo Lopez Pinaya, Petru-Daniel Tudosiu, M. Jorge Cardoso, Razvan Marinescu",438-447,10.1007/978-3-031-43999-5_42,2023,10
699,Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,"Reuben Dorent, Nazim Haouchine, Fryderyk Kogl, Samuel Joutard, Parikshit Juvekar, Erickson Torio et al.",448-458,10.1007/978-3-031-43999-5_43,2023,10
700,S3M: Scalable Statistical Shape Modeling Through Unsupervised Correspondences,"Lennart Bastian, Alexander Baumann, Emily Hoppe, Vincent Bürgin, Ha Young Kim, Mahdi Saleh et al.",459-469,10.1007/978-3-031-43999-5_44,2023,10
701,RESToring Clarity: Unpaired Retina Image Enhancement Using Scattering Transform,"Ellen Jieun Oh, Yechan Hwang, Yubin Han, Taegeun Choi, Geunyoung Lee, Won Hwa Kim",470-480,10.1007/978-3-031-43999-5_45,2023,10
702,Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,"Samuele Papa, Efstratios Gavves, Jan-Jakob Sonke",481-490,10.1007/978-3-031-43999-5_46,2023,10
703,Self-supervised MRI Reconstruction with Unrolled Diffusion Models,"Yilmaz Korkmaz, Tolga Cukur, Vishal M. Patel",491-501,10.1007/978-3-031-43999-5_47,2023,10
704,LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline,"Víctor M. Batlle, José M. M. Montiel, Pascal Fua, Juan D. Tardós",502-512,10.1007/978-3-031-43999-5_48,2023,10
705,Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras,"Mykhaylo Zayats, Christopher Hansen, Ronan Cahill, Gareth Gallagher, Raed Malallah, Amit Joshi et al.",513-523,10.1007/978-3-031-43999-5_49,2023,10
706,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"Wenjie Liu, Hu Ding",524-534,10.1007/978-3-031-43999-5_50,2023,10
707,Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,"Yang Liu, Shi Gu",537-547,10.1007/978-3-031-43999-5_51,2023,10
708,\(\mathrm {H^{2}}\)GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,"Zhibin He, Wuyang Li, Tuo Zhang, Yixuan Yuan",548-558,10.1007/978-3-031-43999-5_52,2023,10
709,SAMConvex: Fast Discrete Optimization for CT Registration Using Self-supervised Anatomical Embedding and Correlation Pyramid,"Zi Li, Lin Tian, Tony C. W. Mok, Xiaoyu Bai, Puyang Wang, Jia Ge et al.",559-569,10.1007/978-3-031-43999-5_53,2023,10
710,CycleSTTN: A Learning-Based Temporal Model for Specular Augmentation in Endoscopy,"Rema Daher, O. León Barbed, Ana C. Murillo, Francisco Vasconcelos, Danail Stoyanov",570-580,10.1007/978-3-031-43999-5_54,2023,10
711,Importance Weighted Variational Cardiac MRI Registration Using Transformer and Implicit Prior,"Kangrong Xu, Qirui Huang, Xuan Yang",581-591,10.1007/978-3-031-43999-5_55,2023,10
712,Make-A-Volume: Leveraging Latent Diffusion Models for Cross-Modality 3D Brain MRI Synthesis,"Lingting Zhu, Zeyue Xue, Zhenchao Jin, Xian Liu, Jingzhen He, Ziwei Liu et al.",592-601,10.1007/978-3-031-43999-5_56,2023,10
713,PIViT: Large Deformation Image Registration with Pyramid-Iterative Vision Transformer,"Tai Ma, Xinru Dai, Suwei Zhang, Ying Wen",602-612,10.1007/978-3-031-43999-5_57,2023,10
714,GSMorph: Gradient Surgery for Cine-MRI Cardiac Deformable Registration,"Haoran Dou, Ning Bi, Luyi Han, Yuhao Huang, Ritse Mann, Xin Yang et al.",613-622,10.1007/978-3-031-43999-5_58,2023,10
715,Progressively Coupling Network for Brain MRI Registration in Few-Shot Situation,"Zuopeng Tan, Hengyu Zhang, Feng Tian, Lihe Zhang, Weibing Sun, Huchuan Lu",623-633,10.1007/978-3-031-43999-5_59,2023,10
716,Nonuniformly Spaced Control Points Based on Variational Cardiac Image Registration,"Haosheng Su, Xuan Yang",634-644,10.1007/978-3-031-43999-5_60,2023,10
717,Implicit Neural Representations for Joint Decomposition and Registration of Gene Expression Images in the Marmoset Brain,"Michal Byra, Charissa Poon, Tomomi Shimogori, Henrik Skibbe",645-654,10.1007/978-3-031-43999-5_61,2023,10
718,FSDiffReg: Feature-Wise and Score-Wise Diffusion-Guided Unsupervised Deformable Image Registration for Cardiac Images,"Yi Qin, Xiaomeng Li",655-665,10.1007/978-3-031-43999-5_62,2023,10
719,A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration,"Alexander Bigalke, Mattias P. Heinrich",666-676,10.1007/978-3-031-43999-5_63,2023,10
720,Unsupervised 3D Registration Through Optimization-Guided Cyclical Self-training,"Alexander Bigalke, Lasse Hansen, Tony C. W. Mok, Mattias P. Heinrich",677-687,10.1007/978-3-031-43999-5_64,2023,10
721,Inverse Consistency by Construction for Multistep Deep Registration,"Hastings Greer, Lin Tian, Francois-Xavier Vialard, Roland Kwitt, Sylvain Bouix, Raul San Jose Estepar et al.",688-698,10.1007/978-3-031-43999-5_65,2023,10
722,X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,"Alexandre Cafaro, Quentin Spinat, Amaury Leroy, Pauline Maury, Alexandre Munoz, Guillaume Beldjoudi et al.",699-709,10.1007/978-3-031-43999-5_66,2023,10
723,Fast Reconstruction for Deep Learning PET Head Motion Correction,"Tianyi Zeng, Jiazhen Zhang, Eléonore V. Lieffrig, Zhuotong Cai, Fuyao Chen, Chenyu You et al.",710-719,10.1007/978-3-031-43999-5_67,2023,10
