title,extracted_keyword_sent
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"inspired by them, we
propose a novel end-to-end framework named pixel-lesion-patient network (plan)
for lesion segmentation and classification, as well as patient classification."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"it contains three branches with bottomup cooperation: the segmentation map from
the pixel branch helps to initialize the lesion branch, which is an improved
mask transformer aiming to segment and classify each lesion; the patient branch
aggregates information from the whole image and predicts image-level labels of
each lesion type, with regularization terms to encourage consistency with the
lesion branch.we collected a large-scale multi-phase dataset containing 810
non-tumor subjects and 939 tumor patients."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"on the non-contrast
tumor screening and diagnosis task, plan achieves 95.0%, 96.4%, and 0.965 in
patient-level sensitivity, specificity, and average auc for malignant and benign
patients, in contrast to 94.4%, 93.7%, and 0.889 for the widely-used nnu-net
[8]."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,we also hope to make patient-level diagnoses for each ct scan.
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"(3) a patient branch is
attached to make dedicated image-level predictions with a proposed
lesion-patient consistency loss."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"we propose a simple approach
to remedy this issue by sampling an extra n foreground pixels for each
lesion.patient branch."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,a patient-level diagnosis is useful for triage.
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"intuitively, we can also infer
patient-level labels from segmentation results by checking if there is any
lesion in the predicted mask."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"we equip plan with a dedicated
patient branch to aggregate such global information to make better patient-level
prediction."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"since one patient can have multiple liver tumors of different types,
in our problem, we give each image several hierarchical binary labels."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"we employ the dual-path transformer block [17] to
fuse multi-scale features from the pixel encoder and decoder to generate a
feature map, followed by global average pooling and a linear classification
layer to predict the c + 3 labels.a lesion-patient consistency loss is further
proposed to encourage coherence of the lesion and patient-level predictions."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"inspired by multi-instance learning [6], we compute a pseudo patient-level
prediction c ∈ r c from the lesion-level predictions by max-pooling the class
probability of each class across all lesion queries (discarding the no-object
class)."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"we also have the probability vector from the patient branch p ∈ r c
corresponding to the c fine-grained classes."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"1, where l pixel is the
combined crossentropy (ce) and dice loss for the pixel branch as in nnu-net [8];
l lesion-class is the ce loss [3] for lesion classification in the lesion
branch; l lesion-mask is the combined ce and dice loss [3] for binary lesion
segmentation in the lesion branch with the foreground-enhanced sampling
strategy; l patient is the binary ce loss for the multi-label classification
task in the patient branch."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"our dataset contains 810 normal subjects and 939 patients with liver
tumors."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"each normal subject has a non-contrast (nc) ct, while each patient has a
dynamic contrast-enhanced (dce) ct scan with nc, arterial, and venous phases."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"in the former setting, both
normal and patient data are used and randomly split into 1149 training, 100
validation, and 500 testing."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"in the latter one, only patient data are used with
641 training, 100 validation, and 200 testing."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"another hold-out set of 150
patients and 100 normal cts are used for reader study to compare our accuracy
with two radiologists."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"extensive data
augmentation is applied including random cropping, scaling, flipping, elastic
deformation, and brightness adjustment [8].during training, we first pretrain
the backbone and the pixel branch for 500 epochs, and then train the whole
network for another 500 epochs.patient-level results."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"for the
baselines, patient-level labels are inferred from their predicted masks by
counting lesion pixels."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"as displayed in table 1, plan achieves the best accuracy
on all tasks, especially in nc preliminary diagnosis tasks, which demonstrates
the effectiveness of its dedicated patient branch that can explicitly aggregate
features from the whole image.lesion and pixel-level results."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"in this work, we focus more on patient and lesion-level metrics."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,we consider patients with only one tumor type in this study.
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"the
efficacy of the lesion and patient branches has been analyzed above based on the
lesion and patient-level results."
